"rgn_id","sciname","category"
1,"Aulacomya atra","NT"
1,"Balaenoptera musculus","EN"
1,"Colaptes pitius","LC"
1,"Eubalaena australis","EN"
1,"Leopardus guigna","VU"
1,"Lontra provocax","EN"
1,"Loxechinus albus","VU"
1,"Megaptera novaeangliae","VU"
1,"Mimus thenca","LC"
1,"Patagioenas araucana","LC"
1,"Phoenicopterus chilensis","NT"
1,"Pleurodema thaul","NT"
1,"Pudu puda","VU"
1,"Spheniscus magellanicus","VU"
1,"Sympterygia lima","LC"
1,"Tachycineta leucopyga","LC"
1,"Thalassarche melanophrys","LC"
1,"Vanellus chilensis","LC"
1,"Venus antiqua","VU"
2,"Balaenoptera musculus","EN"
2,"Cephalorhynchus eutropia","VU"
2,"Colaptes pitius","LC"
2,"Eubalaena australis","EN"
2,"Hippocamelus bisulcus","CR"
2,"Lama guanicoe","LC"
2,"Leopardus guigna","VU"
2,"Lontra provocax","EN"
2,"Megaptera novaeangliae","VU"
2,"Mirounga leonina","VU"
2,"Patagioenas araucana","LC"
2,"Spheniscus magellanicus","VU"
2,"Tachycineta leucopyga","LC"
2,"Thalassarche melanophrys","LC"
2,"Vanellus chilensis","LC"
3,"Aulacomya atra","NT"
3,"Balaenoptera musculus","EN"
3,"Colaptes pitius","LC"
3,"Lama guanicoe","LC"
3,"Lithodes santolla","VU"
3,"Loxechinus albus","VU"
3,"Megaptera novaeangliae","VU"
3,"Mirounga leonina","VU"
3,"Paralomis granulosa","VU"
3,"Spheniscus magellanicus","VU"
3,"Sprattus fuegensis","LC"
3,"Tachycineta leucopyga","LC"
3,"Thalassarche melanophrys","LC"
3,"Vanellus chilensis","LC"
4,"Aulacomya atra","NT"
4,"Cephalorhynchus eutropia","VU"
4,"Cephalorhynchus eutropia","VU"
4,"Colaptes pitius","LC"
4,"Mimus thenca","LC"
4,"Nothoprocta perdicaria","LC"
4,"Patagioenas araucana","LC"
4,"Phoenicopterus chilensis","NT"
4,"Pleurodema thaul","NT"
4,"Spheniscus magellanicus","VU"
4,"Tachycineta leucopyga","LC"
4,"Tachymenis chilensis","LC"
4,"Thalassarche melanophrys","LC"
4,"Vanellus chilensis","LC"
4,"Venus antiqua","VU"
5,"Cephalorhynchus eutropia","VU"
5,"Colaptes pitius","LC"
5,"Mimus thenca","LC"
5,"Patagioenas araucana","LC"
5,"Phoenicopterus chilensis","NT"
